#Flatbreen, 78.19.0, Lufttemperatur, dogn
Tidspunkt;Lufttemperatur (°C);Korrigert;Kontrollert
2006-10-30 11:00:00Z;-0,1503333;0;1
2006-10-31 11:00:00Z;-3,5755;0;1
2006-11-01 11:00:00Z;-7,163945;0;1
2006-11-02 11:00:00Z;-5,125292;0;1
2006-11-03 11:00:00Z;-2,638667;0;1
2006-11-04 11:00:00Z;-0,808125;0;1
2006-11-05 11:00:00Z;0,6011528;0;1
2006-11-06 11:00:00Z;0,5169028;0;1
2006-11-07 11:00:00Z;-0,3345139;0;1
2006-11-08 11:00:00Z;-2,797986;0;1
2006-11-09 11:00:00Z;-3,268514;0;1
2006-11-10 11:00:00Z;-3,893583;0;1
2006-11-11 11:00:00Z;-2,406236;0;1
2006-11-12 11:00:00Z;-3,267209;0;1
2006-11-13 11:00:00Z;-3,105222;0;1
2006-11-14 11:00:00Z;-1,69332;0;1
2006-11-15 11:00:00Z;-2,119597;0;1
2006-11-16 11:00:00Z;0,8739583;0;1
2006-11-17 11:00:00Z;-0,1046111;0;1
2006-11-18 11:00:00Z;-1,061569;0;1
2006-11-19 11:00:00Z;-2,689413;0;1
2006-11-20 11:00:00Z;-1,44024;0;1
2006-11-21 11:00:00Z;-0,7176632;0;1
2006-11-22 11:00:00Z;-0,09129514;0;1
2006-11-23 11:00:00Z;0,5214341;0;1
2006-11-24 11:00:00Z;0,2945382;0;1
2006-11-25 11:00:00Z;2,244212;0;1
2006-11-26 11:00:00Z;-0,5250139;0;1
2006-11-27 11:00:00Z;-0,2199375;0;1
2006-11-28 11:00:00Z;3,216156;0;1
2006-11-29 11:00:00Z;0,4163889;0;1
2006-11-30 11:00:00Z;0,6596909;0;1
2006-12-01 11:00:00Z;0,6893056;0;1
2006-12-02 11:00:00Z;-0,4795521;0;1
2006-12-03 11:00:00Z;-0,5635417;0;1
2006-12-04 11:00:00Z;0,3350312;0;1
2006-12-05 11:00:00Z;-0,3223923;0;1
2006-12-06 11:00:00Z;-1,274444;0;1
2006-12-07 11:00:00Z;-2,153642;0;1
2006-12-08 11:00:00Z;-0,3435799;0;1
2006-12-09 11:00:00Z;-1,6275;0;1
2006-12-10 11:00:00Z;-1,871635;0;1
2006-12-11 11:00:00Z;-1,373642;0;1
2006-12-12 11:00:00Z;-2,137222;0;1
2006-12-13 11:00:00Z;-2,134722;0;1
2006-12-14 11:00:00Z;-1,317177;0;1
2006-12-15 11:00:00Z;-2,452236;0;1
2006-12-16 11:00:00Z;-3,667253;0;1
2006-12-17 11:00:00Z;-5,387917;0;1
2006-12-18 11:00:00Z;-5,52284;0;1
2006-12-19 11:00:00Z;-2,99784;0;1
2006-12-20 11:00:00Z;0,9688194;0;1
2006-12-21 11:00:00Z;-0,9938889;0;1
2006-12-22 11:00:00Z;-0,5665417;0;1
2006-12-23 11:00:00Z;1,464208;0;1
2006-12-24 11:00:00Z;2,364611;0;1
2006-12-25 11:00:00Z;-0,1404167;0;1
2006-12-26 11:00:00Z;-0,5109028;0;1
2006-12-27 11:00:00Z;-0,6375;0;1
2006-12-28 11:00:00Z;-2,138208;0;1
2006-12-29 11:00:00Z;-4,040361;0;1
2006-12-30 11:00:00Z;0,763486;0;1
2006-12-31 11:00:00Z;-1,87957;0;1
2007-01-01 11:00:00Z;-2,598125;0;1
2007-01-02 11:00:00Z;-3,669931;0;1
2007-01-03 11:00:00Z;-3,074375;0;1
2007-01-04 11:00:00Z;-0,6857639;0;1
2007-01-05 11:00:00Z;-3,798125;0;1
2007-01-06 11:00:00Z;-1,75825;0;1
2007-01-07 11:00:00Z;-1,671556;0;1
2007-01-08 11:00:00Z;-2,105958;0;1
2007-01-09 11:00:00Z;-1,629611;0;1
2007-01-10 11:00:00Z;-6,122986;0;1
2007-01-11 11:00:00Z;-9,168722;0;1
2007-01-12 11:00:00Z;-4,079834;0;1
2007-01-13 11:00:00Z;-4,453555;0;1
2007-01-14 11:00:00Z;-4,409513;0;1
2007-01-15 11:00:00Z;-1,924528;0;1
2007-01-16 11:00:00Z;-4,970125;0;1
2007-01-17 11:00:00Z;-6,373416;0;1
2007-01-18 11:00:00Z;-4,627778;0;1
2007-01-19 11:00:00Z;-7,288382;0;1
2007-01-20 11:00:00Z;-7,022202;0;1
2007-01-21 11:00:00Z;-8,719465;0;1
2007-01-22 11:00:00Z;-8,3629;0;1
2007-01-23 11:00:00Z;-9,099171;0;1
2007-01-24 11:00:00Z;-10,39776;0;1
2007-01-25 11:00:00Z;-8,627514;0;1
2007-01-26 11:00:00Z;-7,294587;0;1
2007-01-27 11:00:00Z;-9,69082;0;1
2007-01-28 11:00:00Z;-3,309736;0;1
2007-01-29 11:00:00Z;-5,243195;0;1
2007-01-30 11:00:00Z;-1,194715;0;1
2007-01-31 11:00:00Z;-2,564587;0;1
2007-02-01 11:00:00Z;-2,368056;0;1
2007-02-02 11:00:00Z;-1,680833;0;1
2007-02-03 11:00:00Z;-1,355698;0;1
2007-02-04 11:00:00Z;-3,539111;0;1
2007-02-05 11:00:00Z;-6,715746;0;1
2007-02-06 11:00:00Z;-11,18;0;1
2007-02-07 11:00:00Z;-14,52305;0;1
2007-02-08 11:00:00Z;-14,89029;0;1
2007-02-09 11:00:00Z;-13,82723;0;1
2007-02-10 11:00:00Z;-10,52819;0;1
2007-02-11 11:00:00Z;-8,003059;0;1
2007-02-12 11:00:00Z;-6,621247;0;1
2007-02-13 11:00:00Z;-3,625135;0;1
2007-02-14 11:00:00Z;-3,714879;0;1
2007-02-15 11:00:00Z;-2,414396;0;1
2007-02-16 11:00:00Z;-0,195066;0;1
2007-02-17 11:00:00Z;-2,207292;0;1
2007-02-18 11:00:00Z;-2,069792;0;1
2007-02-19 11:00:00Z;-3,645139;0;1
2007-02-20 11:00:00Z;-7,638542;0;1
2007-02-21 11:00:00Z;-13,43854;0;1
2007-02-22 11:00:00Z;-11,90451;0;1
2007-02-23 11:00:00Z;-10,65486;0;1
2007-02-24 11:00:00Z;-5,737153;0;1
2007-02-25 11:00:00Z;-3,657986;0;1
2007-02-26 11:00:00Z;-4,77257;0;1
2007-02-27 11:00:00Z;-4,910764;0;1
2007-02-28 11:00:00Z;-5,016319;0;1
2007-03-01 11:00:00Z;-2,665972;0;1
2007-03-02 11:00:00Z;-2,769792;0;1
2007-03-03 11:00:00Z;-4,101736;0;1
2007-03-04 11:00:00Z;-2,246528;0;1
2007-03-05 11:00:00Z;-2,161111;0;1
2007-03-06 11:00:00Z;-1,317014;0;1
2007-03-07 11:00:00Z;-0,5847222;0;1
2007-03-08 11:00:00Z;-2,330555;0;1
2007-03-09 11:00:00Z;-2,20625;0;1
2007-03-10 11:00:00Z;-2,628819;0;1
2007-03-11 11:00:00Z;0,6215278;0;1
2007-03-12 11:00:00Z;-0,7642361;0;1
2007-03-13 11:00:00Z;-1,771875;0;1
2007-03-14 11:00:00Z;-0,9854167;0;1
2007-03-15 11:00:00Z;-0,1177083;0;1
2007-03-16 11:00:00Z;-3,365278;0;1
2007-03-17 11:00:00Z;-5,227083;0;1
2007-03-18 11:00:00Z;-3,985417;0;1
2007-03-19 11:00:00Z;-5,290382;0;1
2007-03-20 11:00:00Z;-5,124299;0;1
2007-03-21 11:00:00Z;-6,430007;0;1
2007-03-22 11:00:00Z;-2,440396;0;1
2007-03-23 11:00:00Z;0,6055313;0;1
2007-03-24 11:00:00Z;2,839167;0;1
2007-03-25 11:00:00Z;3,74391;0;1
2007-03-26 11:00:00Z;4,047441;0;1
2007-03-27 11:00:00Z;3,680593;0;1
2007-03-28 11:00:00Z;2,310969;0;1
2007-03-29 11:00:00Z;1,250556;0;1
2007-03-30 11:00:00Z;-0,2905487;0;1
2007-03-31 11:00:00Z;-0,8960972;0;1
2007-04-01 11:00:00Z;0,8463611;0;1
2007-04-02 11:00:00Z;-2,06193;0;1
2007-04-03 11:00:00Z;-3,131941;0;1
2007-04-04 11:00:00Z;-0,8904166;0;1
2007-04-05 11:00:00Z;-5,102573;0;1
2007-04-06 11:00:00Z;-7,546465;0;1
2007-04-07 11:00:00Z;-6,989021;0;1
2007-04-08 11:00:00Z;-7,097072;0;1
2007-04-09 11:00:00Z;-4,688357;0;1
2007-04-10 11:00:00Z;-1,463423;0;1
2007-04-11 11:00:00Z;-3,33168;0;1
2007-04-12 11:00:00Z;0,7412223;0;1
2007-04-13 11:00:00Z;2,909278;0;1
2007-04-14 11:00:00Z;5,234056;0;1
2007-04-15 11:00:00Z;5,6875;0;1
2007-04-16 11:00:00Z;1,857667;0;1
2007-04-17 11:00:00Z;-2,101014;0;1
2007-04-18 11:00:00Z;-3,574236;0;1
2007-04-19 11:00:00Z;-4,876889;0;1
2007-04-20 11:00:00Z;-7,158388;0;1
2007-04-21 11:00:00Z;-5,575844;0;1
2007-04-22 11:00:00Z;0,1632257;0;1
2007-04-23 11:00:00Z;3,376486;0;1
2007-04-24 11:00:00Z;5,089472;0;1
2007-04-25 11:00:00Z;5,545028;0;1
2007-04-26 11:00:00Z;4,363167;0;1
2007-04-27 11:00:00Z;1,394361;0;1
2007-04-28 11:00:00Z;3,407514;0;1
